dog,height,weight,life,Affectionate With Family,Good With Young Children,Good With Other Dogs,Shedding Level,Coat Grooming Frequency,Drooling Level,Coat Length,Openness To Strangers,Playfulness Level,Watchdog/Protective Nature,Adaptability Level,Trainability Level,Energy Level,Barking Level,Mental Stimulation Needs,popularity_rank,marking,temp,black_color,white_color,red_color,Coat Type_double,Coat Type_others,Coat Type_smooth,bmi
pekingese,0.0392156862745098,0.04736842105263158,0.5652173913043478,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.75,0.75,0.75,0.5,0.5,0.0,0.5,0.4720812182741117,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.21101137043686416
pembroke-welsh-corgi,0.17647058823529413,0.13157894736842105,0.5217391304347826,1.0,0.5,0.75,0.75,0.25,0.0,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.050761421319796954,1.0,0.25,1.0,0.0,1.0,1.0,0.0,0.0,0.34388771013546593
perro-de-presa-canario,0.6862745098039216,0.4842105263157895,0.30434782608695654,0.25,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,1.0,0.25,0.5,0.25,0.5,0.5,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.5468282465589468
peruvian-inca-orchid,0.4411764705882353,0.08947368421052632,0.5652173913043478,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.75,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,1.0,0.11416795205704604
petit-basset-griffon-vendeen,0.29411764705882354,0.14473684210526316,0.7391304347826086,0.75,1.0,1.0,0.25,0.25,0.25,1.0,0.75,0.75,0.75,0.75,0.5,0.75,1.0,0.75,0.8121827411167513,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.28122595537317263
pharaoh-hound,0.6862745098039216,0.23684210526315788,0.5652173913043478,1.0,0.5,1.0,0.5,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.8883248730964467,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.24446439257929387
plott-hound,0.6274509803921569,0.2631578947368421,0.5652173913043478,1.0,0.5,0.5,0.5,0.25,0.0,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.8629441624365483,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.30021942948334335
pointer,0.7843137254901961,0.3157894736842105,0.6956521739130435,1.0,0.5,1.0,0.5,0.25,0.25,0.0,0.75,0.75,0.5,0.75,1.0,0.75,0.5,0.75,0.6040609137055838,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.30151417634903965
polish-lowland-sheepdog,0.49019607843137253,0.18421052631578946,0.5652173913043478,1.0,0.5,0.5,0.25,0.75,0.25,1.0,0.5,0.75,1.0,1.0,0.75,0.5,0.75,0.75,0.9086294416243654,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.2478503259945195
pomeranian,0.0,0.0,0.6521739130434783,1.0,0.5,0.5,0.25,0.5,0.0,1.0,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.116751269035533,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.04156884408230908
poodle-(miniature),0.23529411764705882,0.039473684210526314,0.6521739130434783,1.0,1.0,0.5,0.0,0.75,0.0,1.0,1.0,1.0,0.5,0.75,1.0,0.75,0.75,1.0,0.030456852791878174,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.07719928186714542
poodle-(standard),0.3333333333333333,0.3157894736842105,0.6521739130434783,1.0,1.0,0.5,0.0,0.75,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.75,1.0,0.030456852791878174,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.5918611609814481
poodle-(toy),0.13725490196078433,0.0,0.6521739130434783,1.0,1.0,0.5,0.0,0.75,0.0,1.0,1.0,1.0,0.5,0.75,1.0,0.75,0.75,1.0,0.030456852791878174,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0
porcelaine,0.6274509803921569,0.28157894736842104,0.5217391304347826,1.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.75,1.0,0.75,0.25,0.75,1.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.3242369838420108
portuguese-podengo,0.49019607843137253,0.18157894736842106,0.5217391304347826,1.0,1.0,1.0,0.5,0.25,0.0,0.5,0.5,0.75,0.5,0.75,0.5,0.75,0.5,0.75,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,1.0,0.2437872058962487
portuguese-podengo-pequeno,0.13725490196078433,0.031578947368421054,0.6086956521739131,1.0,1.0,1.0,0.5,0.25,0.0,0.0,0.5,0.75,0.5,0.75,0.5,0.75,0.5,0.75,0.817258883248731,1.0,0.25,1.0,1.0,1.0,0.0,0.0,1.0,0.09263913824057451
portuguese-pointer,0.5784313725490197,0.22105263157894736,0.6521739130434783,1.0,1.0,0.5,0.5,0.0,0.25,0.0,0.75,0.75,0.5,0.75,1.0,1.0,0.5,1.0,1.0,1.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.2642940120392861
portuguese-sheepdog,0.49019607843137253,0.22763157894736843,0.5217391304347826,1.0,0.5,0.5,0.25,0.25,0.25,1.0,0.5,0.5,1.0,0.75,1.0,0.75,0.5,0.75,1.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.3148918076159879
portuguese-water-dog,0.5882352941176471,0.24210526315789474,0.4782608695652174,1.0,1.0,0.75,0.25,0.75,0.25,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.5,1.0,0.2182741116751269,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.28904847396768407
pudelpointer,0.6862745098039216,0.27631578947368424,0.6521739130434783,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.75,0.5,0.75,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.29271394374625975
pug,0.19607843137254902,0.05789473684210526,0.6521739130434783,1.0,1.0,0.75,0.75,0.25,0.0,0.0,1.0,1.0,0.5,1.0,0.75,0.5,0.0,0.5,0.16243654822335024,0.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.1376161111544766
puli,0.4117647058823529,0.13157894736842105,0.5217391304347826,1.0,0.5,0.5,0.0,1.0,0.25,1.0,0.5,0.5,1.0,0.75,1.0,0.5,0.5,1.0,0.8274111675126904,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.19526877178160312
pumi,0.4215686274509804,0.12105263157894737,0.5217391304347826,1.0,0.5,0.5,0.0,0.25,0.25,0.5,0.5,0.75,0.75,0.75,1.0,1.0,0.5,1.0,0.7715736040609137,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.1734186766580803
pyrenean-mastiff,0.9411764705882353,0.9210526315789473,0.43478260869565216,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.25,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.8340053565647351
pyrenean-shepherd,0.4117647058823529,0.09210526315789473,1.0,1.0,0.5,0.5,0.5,0.25,0.25,0.5,0.5,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.9695431472081218,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.12715175836941597
rafeiro-do-alentejo,0.803921568627451,0.5236842105263158,0.5652173913043478,1.0,0.5,0.5,0.5,0.25,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.25,0.5,1.0,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.520380344437795
rat-terrier,0.35294117647058826,0.06578947368421052,0.7391304347826086,1.0,1.0,0.5,0.5,0.25,0.0,0.0,1.0,1.0,0.75,0.75,1.0,0.75,0.5,1.0,0.43147208121827413,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0971216771876991
redbone-coonhound,0.7058823529411765,0.27631578947368424,0.6086956521739131,1.0,1.0,1.0,0.5,0.25,0.5,0.0,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.7817258883248731,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.28516469424394536
rhodesian-ridgeback,0.7647058823529411,0.42105263157894735,0.5334688770722553,1.0,1.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,1.0,0.75,0.75,0.5,0.25,0.75,0.20304568527918782,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.4275652534180362
romanian-carpathian-shepherd,0.4974212952113116,0.25268484977626254,0.5652173913043478,0.5,0.75,0.5,0.5,0.25,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.25,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34943660908349244
romanian-mioritic-shepherd-dog,0.8431372549019608,0.25268484977626254,0.5652173913043478,1.0,1.0,0.5,0.25,0.25,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.2151109544334528
rottweiler,0.7450980392156863,0.5789473684210527,0.2608695652173913,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.75,1.0,0.75,1.0,0.5,0.0,1.0,0.03553299492385787,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.619107966346323
russell-terrier,0.17647058823529413,0.03684210526315789,0.5652173913043478,1.0,0.5,1.0,0.5,0.25,0.0,0.0,1.0,1.0,0.75,0.75,0.5,1.0,0.75,1.0,0.3604060913705584,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.09123551493389913
russian-toy,0.11764705882352941,0.007894736842105263,0.5652173913043478,1.0,0.5,0.5,0.5,0.25,0.0,0.0,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.5,1.0,0.0,0.25,1.0,0.0,1.0,1.0,0.0,0.0,0.028441840687895684
russian-tsvetnaya-bolonka,0.17647058823529413,0.013157894736842105,0.9130434782608695,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,0.028072466133507418
saint-bernard,0.8823529411764706,0.8157894736842105,0.21739130434782608,1.0,1.0,0.5,0.5,0.25,1.0,0.0,0.5,0.5,1.0,0.75,0.5,0.5,0.0,0.5,0.2639593908629442,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.7746548628737696
saluki,0.7450980392156863,0.25,0.6086956521739131,1.0,0.5,0.5,0.25,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.75,0.5,1.0,0.6446700507614214,1.0,0.25,1.0,1.0,1.0,0.0,0.0,1.0,0.24068011405639453
samoyed,0.6176470588235294,0.2631578947368421,0.5652173913043478,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,1.0,0.75,0.27411167512690354,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.3044600891614387
schapendoes,0.45098039215686275,0.1868421052631579,0.6086956521739131,1.0,0.5,1.0,0.25,0.5,0.25,1.0,0.5,0.75,1.0,0.75,1.0,0.75,0.5,0.75,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.27019748653500897
schipperke,0.21568627450980393,0.042105263157894736,0.5652173913043478,1.0,0.5,0.5,0.5,0.25,0.0,0.0,0.5,0.75,1.0,0.75,0.75,0.5,0.75,0.5,0.5786802030456852,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.09006582884500298
scottish-deerhound,0.9607843137254902,0.4868421052631579,0.2608695652173913,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.7969543147208121,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.40840910407134995
scottish-terrier,0.13725490196078433,0.08157894736842106,0.4782608695652174,1.0,0.5,0.25,0.25,0.5,0.25,0.5,0.5,0.75,1.0,0.75,0.5,0.5,0.75,0.75,0.2893401015228426,0.0,0.25,1.0,0.0,1.0,1.0,0.0,0.0,0.23931777378815078
sealyham-terrier,0.1568627450980392,0.09736842105263158,0.5652173913043478,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.75,0.5,1.0,0.75,0.75,0.5,0.75,0.75,0.700507614213198,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.268359408395315
segugio-italiano,0.6078431372549019,0.25268484977626254,0.4782608695652174,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.2948319279699796
shetland-sheepdog,0.3137254901960784,0.07894736842105263,0.5652173913043478,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.13705583756345177,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.13576425431808334
shiba-inu,0.35294117647058826,0.09473684210526316,0.6956521739130435,1.0,0.5,0.5,0.5,0.25,0.0,0.0,0.5,0.5,1.0,0.5,0.25,0.5,0.5,0.75,0.20812182741116753,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.15190826431922164
shih-tzu,0.12745098039215685,0.039473684210526314,0.6521739130434783,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.5,0.5,0.5,1.0,0.75,0.5,0.5,0.5,0.1065989847715736,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.12074759471527875
shikoku,0.5098039215686274,0.21052631578947367,0.391304347826087,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.279105095981218
siberian-husky,0.6176470588235294,0.25,0.5652173913043478,1.0,1.0,1.0,0.75,0.25,0.0,0.5,1.0,1.0,0.0,0.75,0.5,1.0,1.0,0.75,0.09137055837563451,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.28711193593286666
silky-terrier,0.11764705882352941,0.02631578947368421,0.6521739130434783,1.0,0.5,0.5,0.25,0.5,0.0,1.0,0.75,0.75,1.0,0.75,0.75,0.5,0.75,0.5,0.583756345177665,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.08532552206368704
skye-terrier,0.13725490196078433,0.18421052631578946,0.5652173913043478,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9137055837563451,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5403949730700179
sloughi,0.8235294117647058,0.19736842105263158,0.5217391304347826,0.75,0.5,0.5,0.5,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.75,0.25,0.5,0.9746192893401016,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.1614166802676677
slovakian-wirehaired-pointer,0.4974212952113116,0.25268484977626254,0.6086956521739131,1.0,0.5,0.75,0.25,0.0,0.25,0.0,0.5,0.5,0.5,0.5,1.0,0.75,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34943660908349244
slovensky-cuvac,0.7352941176470589,0.40789473684210525,0.4782608695652174,1.0,0.5,0.5,0.75,0.25,0.5,0.5,0.25,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.4272712729082603
slovensky-kopov,0.45098039215686275,0.1763157894736842,0.5217391304347826,1.0,0.5,0.75,0.5,0.0,0.25,0.0,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,1.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.2530420905645322
small-munsterlander,0.5588235294117647,0.23684210526315788,0.5334688770722553,1.0,0.75,0.5,0.5,0.0,0.25,0.5,0.5,0.5,0.5,0.5,1.0,0.75,0.0,0.75,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.29484545002271206
smooth-fox-terrier,0.35294117647058826,0.06842105263157895,0.6086956521739131,1.0,0.5,0.5,0.5,0.25,0.0,0.0,0.5,0.75,1.0,0.75,0.5,0.75,1.0,0.5,0.6598984771573604,0.0,0.25,1.0,1.0,0.0,0.0,0.0,1.0,0.1021022760178375
soft-coated-wheaten-terrier,0.47058823529411764,0.17105263157894737,0.5652173913043478,1.0,1.0,0.5,0.0,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.3299492385786802,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.23577077975641714
spanish-mastiff,0.9803921568627451,0.868421052631579,0.391304347826087,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.25,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.7560628081274402
spanish-water-dog,0.47549019607843135,0.20789473684210527,0.5652173913043478,1.0,0.75,0.5,0.0,0.75,0.25,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.5,1.0,0.7309644670050761,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.2916992999409589
spinone-italiano,0.7254901960784313,0.25268484977626254,0.391304347826087,1.0,0.5,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.5431472081218274,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.25018818278952454
stabyhoun,0.5294117647058824,0.23684210526315788,0.6521739130434783,1.0,1.0,0.75,0.5,0.0,0.25,0.0,0.5,0.5,0.5,0.5,1.0,0.75,0.5,0.75,1.0,1.0,0.25,1.0,1.0,0.0,0.0,0.0,1.0,0.3087971274685817
staffordshire-bull-terrier,0.3333333333333333,0.14736842105263157,0.5652173913043478,1.0,1.0,0.5,0.25,0.25,0.5,0.0,0.75,0.75,1.0,1.0,1.0,0.75,0.5,0.75,0.3756345177664975,0.0,0.25,1.0,1.0,1.0,0.0,0.0,1.0,0.26247755834829445
standard-schnauzer,0.49019607843137253,0.19736842105263158,0.6956521739130435,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.75,1.0,0.75,1.0,0.5,0.5,1.0,0.48223350253807107,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.26816592648587356
sussex-spaniel,0.29411764705882354,0.18421052631578946,0.6521739130434783,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.8934010152284264,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.3639394716593999
swedish-lapphund,0.45098039215686275,0.17105263157894737,0.5652173913043478,1.0,0.5,0.5,0.5,0.25,0.25,1.0,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.75,1.0,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.24446439257929387
swedish-vallhund,0.25980392156862747,0.11842105263157894,0.6086956521739131,1.0,1.0,0.5,0.75,0.25,0.25,0.0,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.8071065989847716,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.24630247071898778
taiwan-dog,0.47058823529411764,0.14736842105263157,0.391304347826087,1.0,0.5,0.5,0.5,0.25,0.25,0.0,0.5,0.5,1.0,0.75,0.75,1.0,0.5,0.75,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.1982143723615896
teddy-roosevelt-terrier,0.17647058823529413,0.060526315789473685,0.7391304347826086,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,1.0,0.15439856373429084
thai-ridgeback,0.6078431372549019,0.2631578947368421,0.5217391304347826,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.75,1.0,0.5,0.75,0.75,0.5,0.75,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.3087971274685817
tibetan-mastiff,0.7647058823529411,0.6052631578947368,0.391304347826087,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.75,0.7411167512690355,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.6354094738295815
tibetan-spaniel,0.13725490196078433,0.03684210526315789,0.6086956521739131,1.0,1.0,0.5,0.5,0.25,0.25,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.6294416243654822,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.10807899461400358
tibetan-terrier,0.35294117647058826,0.1,0.782608695652174,1.0,0.5,0.5,0.5,0.5,0.25,1.0,0.5,0.5,0.75,0.75,0.5,0.75,0.5,0.75,0.5634517766497462,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.16186946197949845
tornjak,0.7450980392156863,0.4263157894736842,0.5652173913043478,1.0,0.5,0.0,0.75,0.25,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.44351744288379624
tosa,0.5882352941176471,0.7631578947368421,0.391304347826087,1.0,0.5,0.0,0.25,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.75,1.0,1.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0
toy-fox-terrier,0.13725490196078433,0.25268484977626254,0.6521739130434783,1.0,0.5,0.5,0.5,0.25,0.0,0.0,1.0,0.75,1.0,0.75,1.0,0.75,0.75,0.75,0.5532994923857868,0.0,0.25,1.0,1.0,0.0,0.0,0.0,1.0,0.7412693797745296
transylvanian-hound,0.6862745098039216,0.2631578947368421,0.4782608695652174,1.0,1.0,1.0,0.5,0.25,0.5,0.0,0.75,1.0,1.0,0.75,0.75,1.0,0.75,1.0,1.0,0.0,0.25,1.0,1.0,1.0,0.0,0.0,1.0,0.2766307600239377
treeing-tennessee-brindle,0.5294117647058824,0.18421052631578946,0.391304347826087,1.0,0.5,1.0,0.25,0.25,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.75,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.23159784560143626
treeing-walker-coonhound,0.7058823529411765,0.2894736842105263,0.5217391304347826,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.75,0.5,0.75,1.0,1.0,0.75,1.0,0.7614213197969543,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.3009196497270362
vizsla,0.6470588235294118,0.27631578947368424,0.5652173913043478,1.0,1.0,0.75,0.5,0.25,0.25,0.0,0.75,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.15736040609137056,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.3087971274685817
volpino-italiano,0.18627450980392157,0.042105263157894736,0.6086956521739131,1.0,0.5,0.5,0.25,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0,0.0,0.10121683622581287
weimaraner,0.7647058823529411,0.39473684210526316,0.43478260869565216,1.0,1.0,0.5,0.5,0.25,0.25,0.0,0.5,1.0,1.0,0.75,1.0,1.0,0.5,1.0,0.19796954314720813,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.3978732219306726
welsh-springer-spaniel,0.47058823529411764,0.2236842105263158,0.6086956521739131,1.0,1.0,0.75,0.5,0.25,0.25,0.5,0.0,0.5,0.5,0.75,1.0,0.75,0.5,0.75,0.6345177664974619,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.31922946285603376
welsh-terrier,0.3333333333333333,0.07894736842105263,0.6086956521739131,1.0,1.0,0.5,0.25,0.5,0.25,0.5,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5482233502538071,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.12866546977857568
west-highland-white-terrier,0.17647058823529413,0.06578947368421052,0.6521739130434783,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.75,1.0,1.0,0.75,0.5,0.75,1.0,0.75,0.22842639593908629,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.16843479680104453
wetterhoun,0.6470588235294118,0.3026315789473684,0.5652173913043478,1.0,0.5,0.5,0.5,0.25,0.0,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.34236203262821013
whippet,0.5490196078431373,0.14473684210526316,0.6086956521739131,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.5,0.75,0.5,0.5,0.5,0.75,0.0,0.75,0.28426395939086296,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.16757892893112056
wire-fox-terrier,0.35294117647058826,0.06842105263157895,0.6086956521739131,1.0,1.0,0.5,0.25,0.5,0.25,0.5,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.49746192893401014,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.1021022760178375
wirehaired-pointing-griffon,0.6470588235294118,0.2894736842105263,0.6086956521739131,1.0,1.0,0.5,0.5,0.25,0.5,0.5,1.0,0.75,0.5,0.75,1.0,1.0,0.5,1.0,0.29949238578680204,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.32557958004839593
wirehaired-vizsla,0.6862745098039216,0.2894736842105263,0.5652173913043478,1.0,1.0,0.5,0.5,0.0,0.25,0.0,1.0,1.0,0.5,0.75,1.0,1.0,0.5,1.0,0.7258883248730964,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.3087971274685817
working-kelpie,0.6078431372549019,0.20526315789473684,0.6086956521739131,1.0,1.0,0.5,0.5,0.0,0.25,0.0,1.0,1.0,0.75,0.75,1.0,1.0,0.5,1.0,1.0,1.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.23159784560143626
xoloitzcuintli,0.5490196078431373,0.19736842105263158,0.782608695652174,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.5989847715736041,1.0,0.75,1.0,1.0,1.0,0.0,0.0,1.0,0.24289530148443317
yakutian-laika,0.6078431372549019,0.2236842105263158,0.391304347826087,1.0,1.0,0.75,0.75,0.25,0.5,0.5,0.0,0.75,1.0,0.75,0.5,1.0,0.75,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.2561612534682553
yorkshire-terrier,0.0392156862745098,0.010526315789473684,0.5652173913043478,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.75,0.75,0.06091370558375635,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.06690604428485937
